job_number,address,address_house,address_street,latitude,longitude,ycoord,xcoord,bin,bbl,boro,block,lot,dob_type,job_type,job_description,dcp_occ_category,occ_init,occ_prop,dob_occ_init,dob_occ_prop,dcp_status,dob_status,status_date,status_a,status_a_year,status_d,status_p,status_q,status_q_year,status_r,status_x,dob_bldg_type,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_net_complete,units_net_incomplete,earliest_effectivedate,latest_effectivedate,latest_certtype,latest_cofo,u_2007_existtotal,u_2008_existtotal,u_2009_existtotal,u_2010pre_existtotal,u_2010post_existtotal,u_2011_existtotal,u_2012_existtotal,u_2013_existtotal,u_2014_existtotal,u_2015_existtotal,u_2016_existtotal,u_2017_existtotal,u_2018_existtotal,unit_change_2007,unit_change_2008,unit_change_2009,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,u_2007_netcomplete,u_2008_netcomplete,u_2009_netcomplete,u_2010pre_netcomplete,u_2010post_netcomplete,u_2011_netcomplete,u_2012_netcomplete,u_2013_netcomplete,u_2014_netcomplete,u_2015_netcomplete,u_2016_netcomplete,u_2017_netcomplete,u_2018_netcomplete,geo_cd,geo_ntacode,geo_ntaname,geo_censusblock,geo_csd,f_pfirms2015_100yr,x_dcpedited,x_mixeduse,x_dup_flag,x_dup_id,x_dup_maxstatusdate,x_dup_maxcofodate,x_geomsource,x_occsource,x_inactive,x_outlier,x_withdrawal,geom
520245262,182 STAFFORD AVENUE,182,STAFFORD AVENUE,40.548007,-74.185860,,,5165227,5062360002,STATEN ISLAND,06236,00022,NB,New Building,"PLANS AND APPLICATIONS FOR A TWO FAMILY RESIDENCE.  BPP 520236012 AND HCP FILED BY OTHERS. 9' CURB CUT 298' FROM JEFFERSON BLVD.  CPC APPROVAL #N150079RCR. DEMOLITION FILED UNDER 178 STAFFORD AVE 520231419, 520230731, 520231437",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,08/03/2016 12:00:00 AM,10/29/2015,2015,10/29/2015,11/20/2015,2015-11-25,1-25,11/25/2015,08/03/2016,1-2-3 FAMILY,0,3,0,2800,0,2,2,2,0,2016-08-03,2016-08-03,C- CO,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,false,,0,
520245271,182 STAFFORD AVENUE,182,STAFFORD AVENUE,40.548007,-74.185860,,,5165227,5062360002,STATEN ISLAND,06236,00022,NB,New Building,"PLANS AND APPLICATIONS FOR A DETACHED ONE CAR GARAGE. FENCE AND CURB CUT FILED IN CONJUNCTION WITH 2 FAMILY RESIDENCE UNDER SAME ADDRESS.  BPP 520236012 AND HCP FILED BY OTHERS.  CPC APPROVAL #N150079RCR. DEMOLITION FILED UNDER 178 STAFFORD AVE 520231419, 520230731, 520231437",Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,08/04/2016 12:00:00 AM,10/29/2015,2015,10/29/2015,12/17/2015,2015-12-17,2-17,03/17/2016,08/04/2016,OTHERS,0,1,0,240,0,,,,,2016-08-04,2016-08-04,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520240793,374 WESTERVELT AVENUE,374,WESTERVELT AVENUE,40.639075,-74.081770,,,5165827,5000370004,STATEN ISLAND,00037,00040,NB,New Building,NEW BUILDING DETACHED 2 FAMILY 2 STORY WITH CELLAR,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/27/2017 12:00:00 AM,08/19/2015,2015,08/19/2015,10/22/2015,2015-10-23,0-23,12/08/2015,01/27/2017,1-2-3 FAMILY,0,2,0,3271,0,2,2,2,0,2017-01-27,2017-01-27,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,,,,,,,,,,,,,,,false,,0,
520249357,374 WESTERVELT AVENUE,374,WESTERVELT AVENUE,40.639075,-74.081770,,,5165827,5000370004,STATEN ISLAND,00037,00040,NB,New Building,NEW BUILDING-ONE CAR DETACHED GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,01/30/2017 12:00:00 AM,09/10/2015,2015,09/10/2015,10/26/2015,2015-10-27,0-27,12/08/2015,01/30/2017,1-2-3 FAMILY,0,1,0,3271,0,0,0,0,0,2017-01-30,2017-01-30,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520240784,368 WESTERVELT AVENUE,368,WESTERVELT AVENUE,40.639338,-74.081817,,,5165828,5000370003,STATEN ISLAND,00037,00039,NB,New Building,NEW BUILDING DETACHED 2 FAMILY 2 STORY WITH CELLAR,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,11/03/2016 12:00:00 AM,08/19/2015,2015,08/19/2015,01/21/2016,2016-04-26,4-26,04/29/2016,11/03/2016,1-2-3 FAMILY,0,2,0,2180,0,2,2,2,0,2016-11-03,2016-11-03,C- CO,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,false,,0,
520249366,368 WESTERVELT AVENUE,368,WESTERVELT AVENUE,40.639338,-74.081817,,,5165828,5000370003,STATEN ISLAND,00037,00039,NB,New Building,NEW BUILDING-ONE CAR DETACHED GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,11/03/2016 12:00:00 AM,09/10/2015,2015,09/10/2015,10/26/2015,2015-10-27,0-27,05/19/2016,11/03/2016,1-2-3 FAMILY,0,1,0,2180,0,0,0,0,0,2016-11-03,2016-11-03,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520257212,53 ATLANTIC AVENUE,53,ATLANTIC AVENUE,40.594263,-74.096698,,,5166327,5032920004,STATEN ISLAND,03292,00041,NB,New Building,CONSTRUCT 3-STORY TWO FAMILY DWELLING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,03/28/2017 12:00:00 AM,03/23/2016,2016,03/23/2016,04/20/2016,2016-06-15,6-15,08/10/2016,03/28/2017,1-2-3 FAMILY,0,3,0,3138,0,2,2,2,0,2017-03-28,2017-03-28,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,,,,,,,,,,,,,,,false,,0,
520257221,53 ATLANTIC AVENUE,53,ATLANTIC AVENUE,40.594263,-74.096698,,,5166327,5032920004,STATEN ISLAND,03292,00041,NB,New Building,CONSTRUCT ACCESSORY DETACHED ONE-CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,03/28/2017 12:00:00 AM,03/23/2016,2016,03/23/2016,05/11/2016,2016-06-15,6-15,08/12/2016,03/28/2017,1-2-3 FAMILY,0,1,0,275,0,,,,,2017-03-28,2017-03-28,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520128754,77 TENAFLY PLACE,77,TENAFLY PLACE,40.536483,-74.181540,,,5166334,5062500010,STATEN ISLAND,06250,00100,NB,New Building,"CHANGE OF OWNER, CHANGE OF APPLICANT, CHANGE OF HOUSE. DECREASE IN FLOOR AREA BY 109 S Q FT. TOTAL GROSS AREA 3314 SQ FT.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/20/2015 12:00:00 AM,04/23/2013,2013,04/23/2013,06/14/2013,2013-08-08,8-08,09/10/2013,07/20/2015,1-2-3 FAMILY,0,3,0,2347,0,2,2,2,0,2015-07-02,2015-07-20,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520183881,77 TENAFLY PLACE,77,TENAFLY PLACE,40.536483,-74.181540,,,5166334,5062500010,STATEN ISLAND,06250,00100,NB,New Building,DETACHED ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/02/2015 12:00:00 AM,01/28/2014,2014,01/28/2014,02/12/2014,2014-03-06,3-06,08/05/2014,07/02/2015,OTHERS,0,1,0,2347,0,,,,,2015-07-02,2015-07-02,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520128763,73 TENAFLY PLACE,73,TENAFLY PLACE,40.536522,-74.181443,,,5166335,5062500003,STATEN ISLAND,06250,00039,NB,New Building,"CHANGE OF OWNER, CHANGE OF APPLICANT, CHANGE OF HOUSE. DECREASE IN FLOOR AREA BY 109 SQ FT. TOTAL GROSS FLOOR AREA 3314 SQ FT.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/20/2015 12:00:00 AM,04/23/2013,2013,04/23/2013,06/05/2013,2013-08-08,8-08,09/10/2013,07/20/2015,1-2-3 FAMILY,0,3,0,2347,0,2,2,2,0,2015-07-02,2015-07-20,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520183872,73 TENAFLY PLACE,73,TENAFLY PLACE,40.536522,-74.181443,,,5166335,5062500003,STATEN ISLAND,06250,00039,NB,New Building,DETACHED ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/01/2015 12:00:00 AM,01/28/2014,2014,01/28/2014,02/24/2014,2014-03-06,3-06,08/05/2014,07/01/2015,OTHERS,0,1,0,2347,0,,,,,2015-07-01,2015-07-01,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520128745,67 TENAFLY PLACE,67,TENAFLY PLACE,40.536588,-74.181299,,,5166336,5062500003,STATEN ISLAND,06250,00038,NB,New Building,"CHANGE OF OWNER, CHANGE OF APPLICANT, CHANGE OF HOUSE. DECREASE IN FLOOR AREA BY 109 SQ FEET. TOTAL GROSS FLOOR AREA 3314 SQ FT.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/24/2015 12:00:00 AM,04/23/2013,2013,04/23/2013,06/04/2013,2013-08-08,8-08,09/10/2013,07/24/2015,1-2-3 FAMILY,0,3,0,2347,0,2,2,2,0,2015-07-24,2015-07-24,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520183863,67 TENAFLY PLACE,67,TENAFLY PLACE,40.536588,-74.181299,,,5166336,5062500003,STATEN ISLAND,06250,00038,NB,New Building,DETACHED ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/01/2015 12:00:00 AM,01/28/2014,2014,01/28/2014,02/12/2014,2014-03-06,3-06,08/05/2014,07/01/2015,OTHERS,0,1,0,2347,0,,,,,2015-07-01,2015-07-01,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520128727,63 TENAFLY PLACE,63,TENAFLY PLACE,40.536635,-74.181206,,,5166337,5062500003,STATEN ISLAND,06250,00037,NB,New Building,APPLICATION FILED TO INCORPORATE THE PREVIOUSLY APPROVED NB APPLICATION# 500907058 FOR THE PROPOSED 1 FAMILY 3 STORY DETACHED RESIDENCE,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,08/06/2015 12:00:00 AM,04/23/2013,2013,04/23/2013,06/05/2013,2013-08-08,8-08,09/16/2013,08/06/2015,1-2-3 FAMILY,0,3,0,2347,0,2,2,2,0,2015-08-06,2015-08-06,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520183854,63 TENAFLY PLACE,63,TENAFLY PLACE,40.536635,-74.181206,,,5166337,5062500003,STATEN ISLAND,06250,00037,NB,New Building,DETACHED ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,08/06/2015 12:00:00 AM,01/28/2014,2014,01/28/2014,02/12/2014,2014-03-06,3-06,08/05/2014,08/06/2015,OTHERS,0,1,0,2347,0,,,,,2015-08-06,2015-08-06,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520128692,55 TENAFLY PLACE,55,TENAFLY PLACE,40.536742,-74.181033,,,5166338,5062500003,STATEN ISLAND,06250,00035,NB,New Building,APPLICATION FILED TO INCORPORATE THE PREVIOUSLY APPROVED NB APPLICATION #510003363 FOR THE PROPOSED (1) FAMILY 3 STORY DETACHED RESIDENCE,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,07/22/2015 12:00:00 AM,04/23/2013,2013,04/23/2013,06/14/2013,2013-08-06,8-06,10/28/2013,07/22/2015,1-2-3 FAMILY,0,3,0,2531,0,2,2,2,0,2015-07-02,2015-07-22,C- CO,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520183845,55 TENAFLY PLACE,55,TENAFLY PLACE,40.536742,-74.181033,,,5166338,5062500003,STATEN ISLAND,06250,00035,NB,New Building,DETACHED ONE CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,07/01/2015 12:00:00 AM,01/28/2014,2014,01/28/2014,02/18/2014,2014-05-06,5-06,08/05/2014,07/01/2015,OTHERS,0,1,0,2531,0,,,,,2015-07-01,2015-07-01,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520202664,76 HANOVER AVENUE,76,HANOVER AVENUE,40.519297,-74.199934,,,5166409,5067050008,STATEN ISLAND,06705,00087,NB,New Building,IT IS PROPOSED TO CONSTRUCT A NEW DETACHED TWO FAMILY RESIDENCE.    FENCE PERMIT FILED UNDER 520083962,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/22/2016 12:00:00 AM,09/17/2014,2014,09/17/2014,10/24/2014,2014-10-27,0-27,12/02/2014,01/22/2016,1-2-3 FAMILY,0,3,0,2392,0,2,2,2,0,2016-01-22,2016-01-22,C- CO,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,false,,0,
520202673,76 HANOVER AVENUE,76,HANOVER AVENUE,40.519297,-74.199934,,,5166409,5067050008,STATEN ISLAND,06705,00087,NB,New Building,IT IS PROPOSED TO CONSTRUCT A NEW DETACHED ONE CAR GARAGE. THIS IS FILED IN CONJUNCTION WITH THE DETACHED 2 FAMILY RESIDENCE FILED UNDER A SEPARATE APPLICATIONS. FENCE PERMIT FILED UNDER 76 HANOVER AVENUE 520083962,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,01/22/2016 12:00:00 AM,09/17/2014,2014,09/17/2014,10/24/2014,2014-10-27,0-27,12/02/2014,01/22/2016,1-2-3 FAMILY,0,1,0,2392,0,0,0,0,0,2016-01-22,2016-01-22,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520228691,1251 MASON AVENUE,1251,MASON AVENUE,40.573658,-74.098896,,,5166574,5037430003,STATEN ISLAND,03743,00034,NB,New Building,APPLICATION FILED TO CONSTRUCT A DETACHED TWO (2) FAMILY HOME WITH DETACHED ONE (1) CARE GARAGE AND TWO (2) ON-SITE PARKING SPACES.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,09/06/2017 12:00:00 AM,08/19/2016,2016,08/19/2016,10/17/2016,2016-11-14,1-14,12/20/2016,09/06/2017,1-2-3 FAMILY,0,2,0,2216,0,2,2,2,0,2017-09-06,2017-09-06,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,,,,,,,,,,,,,,,false,,0,
520228708,1251 MASON AVENUE,1251,MASON AVENUE,40.573658,-74.098896,,,5166574,5037430003,STATEN ISLAND,03743,00034,NB,New Building,APPLICATION FILED TO CONSTRUCT A DETACHED ONE (1) CAR GARAGE IN CONJUNCTION WITH NEW TWO (2) FAMILY HOME FILED UNDER APPLICATION NUMBER 520228691,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,09/05/2017 12:00:00 AM,11/10/2016,2016,11/10/2016,12/14/2016,2016-12-16,2-16,12/20/2016,09/05/2017,1-2-3 FAMILY,0,1,0,300,0,0,0,0,0,2017-09-05,2017-09-05,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520262812,229 COLLFIELD AVENUE,229,COLLFIELD AVENUE,40.615722,-74.143377,,,5166735,5004750004,STATEN ISLAND,00475,00040,NB,New Building,CONSTRUCT 3-STORY TWO FAMILY DWELLING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/22/2018 12:00:00 AM,07/25/2016,2016,07/25/2016,08/19/2016,2016-10-25,0-25,11/10/2016,01/22/2018,1-2-3 FAMILY,0,3,0,3265,0,2,2,2,0,2018-01-22,2018-01-22,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,,,,,,,,,,,,,,,false,,0,
520262821,229 COLLFIELD AVENUE,229,COLLFIELD AVENUE,40.615722,-74.143377,,,5166735,5004750004,STATEN ISLAND,00475,00040,NB,New Building,CONSTRUCT ACCESSORY DETACHED ONE-CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,01/30/2018 12:00:00 AM,07/25/2016,2016,07/25/2016,08/23/2016,2016-10-25,0-25,11/10/2016,01/30/2018,1-2-3 FAMILY,0,1,0,275,0,,,,,2018-01-30,2018-01-30,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520262796,223 COLLFIELD AVENUE,223,COLLFIELD AVENUE,40.615846,-74.143363,,,5166736,5004750004,STATEN ISLAND,00475,00041,NB,New Building,CONSTRUCT 3-STORY TWO FAMILY DWELLING,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/22/2018 12:00:00 AM,07/25/2016,2016,07/25/2016,08/19/2016,2016-10-25,0-25,11/10/2016,01/22/2018,1-2-3 FAMILY,0,3,0,3265,0,2,2,2,0,2018-01-22,2018-01-22,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,,,,,,,,,,,,,,,false,,0,
520262803,223 COLLFIELD AVENUE,223,COLLFIELD AVENUE,40.615846,-74.143363,,,5166736,5004750004,STATEN ISLAND,00475,00041,NB,New Building,CONSTRUCT ACCESSORY DETACHED ONE-CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,01/22/2018 12:00:00 AM,07/25/2016,2016,07/25/2016,08/19/2016,2016-10-25,0-25,11/10/2016,01/22/2018,1-2-3 FAMILY,0,1,0,275,0,,,,,2018-01-22,2018-01-22,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520259666,41 DELMAR AVENUE,41,DELMAR AVENUE,40.546260,-74.193606,,,5166788,5060450018,STATEN ISLAND,06045,00181,NB,New Building,CONSTRUCT TWO FAMILY RESIDENCE WITH ACCESSORY OFF STREET PARKING FOR TWO CARS.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,08/02/2017 12:00:00 AM,05/17/2016,2016,05/17/2016,02/08/2017,2017-02-08,2-08,02/24/2017,08/02/2017,1-2-3 FAMILY,0,3,0,2437,0,2,2,2,0,2017-08-02,2017-08-02,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,,,,,,,,,,,,,,,false,,0,
520259675,41 DELMAR AVENUE,41,DELMAR AVENUE,40.546260,-74.193606,,,5166788,5060450018,STATEN ISLAND,06045,00181,NB,New Building,CONSTRUCT AN ACCESSORY ONE CAR DETACHED GARAGE. FILED IN CONJUNCTION WITH NEW BUILDING APPLICATION 520259666. CURB CUT AND CONSTRUCTION FENCE FILED UNDER NB APPLICATION 520259666.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,08/02/2017 12:00:00 AM,05/17/2016,2016,05/17/2016,02/08/2017,2017-02-08,2-08,02/24/2017,08/02/2017,1-2-3 FAMILY,0,1,0,1,0,,,,,2017-08-02,2017-08-02,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
520104725,99 WOODROW ROAD,99,WOODROW ROAD,40.562538,-74.180830,,,5166895,5057240014,STATEN ISLAND,05724,00145,NB,New Building,"CONSTRUCT BASEMENT AND TWO STORIES, TWO FAMILY WOOD FRAME RESIDENCE",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,10/31/2014 12:00:00 AM,06/29/2012,2012,06/29/2012,07/25/2012,2013-03-21,3-21,05/03/2013,10/31/2014,1-2-3 FAMILY,0,3,0,2442,0,2,2,2,0,2014-10-31,2014-10-31,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520104734,99 WOODROW ROAD,99,WOODROW ROAD,40.562538,-74.180830,,,5166895,5057240014,STATEN ISLAND,05724,00145,NB,New Building,CONSTRUCT A ONE CAR DETACHED GARAGE IN CONJUNCTION WITH PROPOSED TWO FAMILY DETACHED RESIDENCE LOCATED ON SAME ZONING LOT.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,10/29/2014 12:00:00 AM,06/29/2012,2012,06/29/2012,07/30/2012,2013-03-21,3-21,12/12/2013,10/29/2014,1-2-3 FAMILY,0,1,0,239,0,1,1,1,0,2014-10-29,2014-10-29,C- CO,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520160370,158 MULLER AVENUE,158,MULLER AVENUE,40.617781,-74.141289,,,5167017,5014640004,STATEN ISLAND,01464,00042,NB,New Building,APPLICATION FILED TO CONSTRUCT A SEMI-DETACHED ONE CAR GARAGE IN CONJUNCTION WITH ONE FAMILY HOME,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,10/29/2014 12:00:00 AM,09/18/2013,2013,09/18/2013,10/08/2013,2013-10-16,0-16,10/09/2014,10/29/2014,1-2-3 FAMILY,0,1,0,264,0,0,0,0,0,2014-10-29,2014-10-29,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
520160389,158 MULLER AVENUE,158,MULLER AVENUE,40.617781,-74.141289,,,5167017,5014640004,STATEN ISLAND,01464,00042,NB,New Building,APPLICATION FILED TO CONSTRUCT A ONE FAMILY DETACHED HOME,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Permit issued,PERMIT ISSUED - ENTIRE JOB/WORK,09/25/2014 12:00:00 AM,09/18/2013,2013,09/18/2013,10/08/2013,2013-10-16,0-16,09/25/2014,,1-2-3 FAMILY,0,2,0,1990,0,1,1,1,,2014-10-29,2014-10-29,T- TCO,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
500848871,247 TOMPKINS AVENUE,247,TOMPKINS AVENUE,40.618916,-74.075863,,,5167027,5028390000,STATEN ISLAND,02839,00003,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,06/24/2011 12:00:00 AM,09/18/2006,2006,09/18/2006,03/06/2008,2009-07-28,7-28,08/18/2010,06/24/2011,1-2-3 FAMILY,0,1,0,0,0,,,,,2011-06-24,2011-06-24,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
500848880,247 TOMPKINS AVENUE,247,TOMPKINS AVENUE,40.618916,-74.075863,,,5167027,5028390000,STATEN ISLAND,02839,00003,NB,New Building,3 STORY ON SITE FILL,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,07/08/2011 12:00:00 AM,09/18/2006,2006,09/19/2006,05/26/2009,2009-06-11,6-11,08/18/2010,07/08/2011,1-2-3 FAMILY,0,3,0,1875,0,2,2,2,0,2011-07-08,2011-07-08,C- CO,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
